age,age__is_outlier,workclass,workclass__is_missing,fnlwgt,fnlwgt__is_outlier,education,education_num,education_num__is_outlier,marital_status,occupation,occupation__is_missing,relationship,race,sex,capital_gain,capital_gain__is_outlier,capital_loss,capital_loss__is_outlier,hours_per_week,hours_per_week__is_outlier,native_country,native_country__is_missing,income
36,0,Private,0,262688,0,Some-college,10,0,Married-civ-spouse,Sales,0,Husband,Black,Male,7688,0,0,0,50,0,United-States,0,>50K
29,0,Private,0,37933,0,Bachelors,13,0,Never-married,Exec-managerial,0,Unmarried,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
21,0,missing,1,207782,0,Some-college,10,0,Never-married,missing,1,Own-child,White,Male,0,0,0,0,30,1,United-States,0,<=50K
44,0,Federal-gov,0,316120,0,Prof-school,15,0,Divorced,Prof-specialty,0,Unmarried,White,Male,0,0,0,0,40,0,United-States,0,>50K
32,0,Self-emp-not-inc,0,35595,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
43,0,State-gov,0,129298,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
52,0,Local-gov,0,155141,0,Doctorate,16,0,Married-civ-spouse,Prof-specialty,0,Wife,White,Female,0,0,0,0,40,0,United-States,0,>50K
20,0,Private,0,316702,0,Some-college,10,0,Never-married,Prof-specialty,0,Own-child,White,Male,0,0,0,0,20,1,United-States,0,<=50K
48,0,Private,0,112906,0,Masters,14,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,55,1,United-States,0,>50K
34,0,Private,0,212163,0,Some-college,10,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,25,1,United-States,0,<=50K
28,0,Private,0,259351,0,10th,6,0,Never-married,Other-service,0,Other-relative,Amer-Indian-Eskimo,Male,0,0,0,0,40,0,Mexico,0,<=50K
18,0,Private,0,163787,0,Some-college,10,0,Never-married,Sales,0,Own-child,White,Female,0,0,0,0,15,1,United-States,0,<=50K
49,0,Self-emp-inc,0,289707,0,HS-grad,9,0,Separated,Other-service,0,Not-in-family,White,Male,0,0,0,0,45,0,United-States,0,<=50K
42,0,Self-emp-not-inc,0,120837,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,2042,0,48,0,United-States,0,<=50K
24,0,Private,0,346909,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,44,0,Mexico,0,<=50K
51,0,Self-emp-not-inc,0,388496,0,Some-college,10,0,Divorced,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,8,1,Puerto-Rico,0,>50K
20,0,Private,0,204641,0,Some-college,10,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
31,0,Private,0,97933,0,Some-college,10,0,Never-married,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
62,0,Private,0,167652,0,Assoc-voc,11,0,Divorced,Sales,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
49,0,Local-gov,0,159641,0,Bachelors,13,0,Divorced,Exec-managerial,0,Unmarried,White,Female,0,0,625,0,40,0,United-States,0,<=50K
56,0,Private,0,35373,0,Some-college,10,0,Divorced,Other-service,0,Not-in-family,White,Male,0,0,0,0,30,1,United-States,0,<=50K
27,0,Self-emp-inc,0,190911,0,HS-grad,9,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,45,0,United-States,0,<=50K
25,0,Private,0,98155,0,Some-college,10,0,Never-married,Prof-specialty,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
53,0,Federal-gov,0,276868,0,Masters,14,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
30,0,Private,0,23778,0,7th-8th,4,1,Separated,Handlers-cleaners,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
24,0,Private,0,59146,0,HS-grad,9,0,Separated,Sales,0,Unmarried,White,Female,0,0,0,0,48,0,United-States,0,<=50K
44,0,Private,0,378251,0,HS-grad,9,0,Married-civ-spouse,Adm-clerical,0,Wife,White,Female,0,0,0,0,38,0,United-States,0,<=50K
59,0,Self-emp-not-inc,0,148526,0,Some-college,10,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
44,0,State-gov,0,175696,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
41,0,Private,0,266530,0,HS-grad,9,0,Married-civ-spouse,Other-service,0,Husband,Amer-Indian-Eskimo,Male,0,0,0,0,45,0,United-States,0,<=50K
31,0,Private,0,363130,0,HS-grad,9,0,Never-married,Other-service,0,Unmarried,Black,Male,0,0,0,0,18,1,United-States,0,<=50K
17,0,Private,0,270942,0,HS-grad,9,0,Never-married,Other-service,0,Other-relative,White,Male,0,0,0,0,35,0,Mexico,0,<=50K
46,0,Private,0,192779,0,Bachelors,13,0,Never-married,Sales,0,Not-in-family,White,Male,0,0,0,0,45,0,United-States,0,>50K
17,0,missing,1,213055,0,11th,7,0,Never-married,missing,1,Not-in-family,Other,Female,0,0,0,0,20,1,United-States,0,<=50K
26,0,Self-emp-not-inc,0,189238,0,Some-college,10,0,Never-married,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,4,1,Mexico,0,<=50K
35,0,Private,0,261646,0,HS-grad,9,0,Married-civ-spouse,Protective-serv,0,Husband,White,Male,0,0,0,0,55,1,United-States,0,<=50K
67,0,missing,1,174995,0,Some-college,10,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,2457,0,40,0,United-States,0,<=50K
72,0,missing,1,177121,0,Bachelors,13,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,3,1,United-States,0,<=50K
41,0,Local-gov,0,90692,0,HS-grad,9,0,Divorced,Prof-specialty,0,Unmarried,Asian-Pac-Islander,Female,0,0,0,0,40,0,United-States,0,<=50K
33,0,Private,0,31449,0,Assoc-acdm,12,0,Divorced,Machine-op-inspct,0,Unmarried,Amer-Indian-Eskimo,Female,0,0,0,0,40,0,United-States,0,<=50K
35,0,Private,0,49749,0,Some-college,10,0,Divorced,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,>50K
45,0,Self-emp-not-inc,0,34446,0,HS-grad,9,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
24,0,Self-emp-not-inc,0,35448,0,HS-grad,9,0,Separated,Other-service,0,Unmarried,White,Female,0,0,0,0,50,0,United-States,0,<=50K
88,1,Self-emp-not-inc,0,206291,0,Prof-school,15,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
69,0,missing,1,159077,0,11th,7,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,48,0,United-States,0,<=50K
36,0,Private,0,111128,0,HS-grad,9,0,Separated,Craft-repair,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
38,0,Private,0,130007,0,Bachelors,13,0,Never-married,Other-service,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
55,0,Self-emp-inc,0,189933,0,HS-grad,9,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,45,0,United-States,0,<=50K
48,0,Local-gov,0,219962,0,Assoc-voc,11,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
38,0,Self-emp-not-inc,0,43712,0,11th,7,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,1887,0,45,0,United-States,0,>50K
37,0,Self-emp-not-inc,0,204501,0,Bachelors,13,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,20,1,Canada,0,>50K
42,0,Federal-gov,0,178470,0,HS-grad,9,0,Divorced,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
38,0,Local-gov,0,223004,0,Some-college,10,0,Divorced,Protective-serv,0,Not-in-family,White,Male,0,0,0,0,75,1,United-States,0,<=50K
49,0,Private,0,101320,0,Masters,14,0,Divorced,Exec-managerial,0,Not-in-family,White,Female,0,0,0,0,75,1,United-States,0,<=50K
35,0,Self-emp-not-inc,0,191503,0,Some-college,10,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
32,0,Private,0,115989,0,11th,7,0,Married-civ-spouse,Other-service,0,Wife,White,Female,0,0,0,0,60,1,United-States,0,<=50K
27,0,Private,0,189974,0,Some-college,10,0,Divorced,Adm-clerical,0,Own-child,White,Female,0,0,0,0,20,1,United-States,0,<=50K
19,0,Private,0,120691,0,HS-grad,9,0,Never-married,Sales,0,Own-child,Black,Male,0,0,0,0,25,1,United-States,0,<=50K
31,0,missing,1,505438,1,HS-grad,9,0,Married-civ-spouse,missing,1,Husband,White,Male,0,0,0,0,30,1,Mexico,0,<=50K
44,0,Private,0,277533,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
28,0,Private,0,407043,0,HS-grad,9,0,Married-civ-spouse,Adm-clerical,0,Husband,Black,Male,0,0,0,0,40,0,United-States,0,<=50K
45,0,Private,0,120131,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,1887,0,40,0,United-States,0,>50K
25,0,Private,0,211424,0,Bachelors,13,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
46,0,Private,0,109209,0,Some-college,10,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
33,0,State-gov,0,150570,0,HS-grad,9,0,Divorced,Adm-clerical,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
34,0,Private,0,204470,0,Masters,14,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,>50K
40,0,Self-emp-inc,0,49249,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,>50K
51,0,Private,0,53838,0,Bachelors,13,0,Married-civ-spouse,Handlers-cleaners,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
26,0,Private,0,165510,0,Bachelors,13,0,Never-married,Farming-fishing,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
31,0,Private,0,377850,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,65,1,United-States,0,<=50K
34,0,Private,0,148207,0,Some-college,10,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,65,1,United-States,0,>50K
60,0,Private,0,113440,0,Bachelors,13,0,Divorced,Exec-managerial,0,Own-child,White,Male,0,0,0,0,60,1,United-States,0,<=50K
47,0,Federal-gov,0,119199,0,Some-college,10,0,Divorced,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
27,0,Private,0,183627,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,1977,0,50,0,United-States,0,>50K
17,0,Private,0,368700,0,11th,7,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,28,1,United-States,0,<=50K
52,0,Private,0,195635,0,HS-grad,9,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,0,0,2051,0,38,0,United-States,0,<=50K
49,0,Private,0,43348,0,Masters,14,0,Never-married,Prof-specialty,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,>50K
45,0,Self-emp-not-inc,0,149640,0,Prof-school,15,0,Never-married,Prof-specialty,0,Not-in-family,White,Male,0,0,0,0,30,1,United-States,0,>50K
61,0,Self-emp-not-inc,0,201273,0,Some-college,10,0,Widowed,Machine-op-inspct,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
50,0,State-gov,0,288353,0,Bachelors,13,0,Married-civ-spouse,Protective-serv,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
58,0,Private,0,218281,0,Bachelors,13,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,0,0,0,0,40,0,Mexico,0,<=50K
69,0,Local-gov,0,122850,0,10th,6,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,20,1,United-States,0,<=50K
34,0,Private,0,37646,0,Assoc-acdm,12,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,65,1,United-States,0,<=50K
46,0,Federal-gov,0,297906,0,Bachelors,13,0,Married-civ-spouse,Prof-specialty,0,Husband,Asian-Pac-Islander,Male,0,0,0,0,50,0,United-States,0,>50K
25,0,Private,0,176756,0,Bachelors,13,0,Never-married,Craft-repair,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
38,0,Private,0,194538,0,Assoc-voc,11,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,0,0,0,0,48,0,United-States,0,>50K
25,0,State-gov,0,257064,0,Some-college,10,0,Married-civ-spouse,Adm-clerical,0,Husband,Black,Male,0,0,0,0,38,0,United-States,0,<=50K
64,0,Private,0,110150,0,HS-grad,9,0,Married-civ-spouse,Protective-serv,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
20,0,Private,0,105585,0,Some-college,10,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,25,1,United-States,0,<=50K
45,0,Local-gov,0,140644,0,Bachelors,13,0,Divorced,Protective-serv,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,>50K
45,0,Federal-gov,0,352094,0,Some-college,10,0,Married-civ-spouse,Tech-support,0,Husband,White,Male,7688,0,0,0,40,0,Guatemala,0,>50K
56,0,Private,0,205735,0,1st-4th,2,1,Separated,Machine-op-inspct,0,Unmarried,White,Male,0,0,0,0,40,0,United-States,0,<=50K
59,0,Self-emp-not-inc,0,116878,0,HS-grad,9,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,60,1,Greece,0,<=50K
22,0,Private,0,60783,0,10th,6,0,Never-married,Craft-repair,0,Own-child,White,Male,0,0,0,0,15,1,United-States,0,<=50K
36,0,Private,0,178487,0,HS-grad,9,0,Divorced,Transport-moving,0,Own-child,White,Male,0,0,0,0,60,1,United-States,0,<=50K
44,0,Private,0,145160,0,HS-grad,9,0,Never-married,Craft-repair,0,Other-relative,White,Male,0,0,0,0,58,1,United-States,0,<=50K
46,0,Private,0,186410,0,Prof-school,15,0,Never-married,Exec-managerial,0,Not-in-family,White,Male,0,0,0,0,50,0,United-States,0,>50K
43,0,Private,0,234220,0,HS-grad,9,0,Divorced,Machine-op-inspct,0,Own-child,White,Female,0,0,0,0,40,0,Cuba,0,<=50K
70,0,Self-emp-not-inc,0,37203,0,Masters,14,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,9386,0,0,0,30,1,United-States,0,>50K
67,0,Private,0,174693,0,Some-college,10,0,Widowed,Sales,0,Not-in-family,White,Female,0,0,0,0,25,1,Nicaragua,0,<=50K
48,0,Private,0,216999,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
40,0,Private,0,141657,0,HS-grad,9,0,Divorced,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
29,0,Private,0,112847,0,Assoc-voc,11,0,Married-civ-spouse,Craft-repair,0,Husband,Asian-Pac-Islander,Male,7298,0,0,0,32,1,United-States,0,>50K
40,0,Private,0,229148,0,12th,8,0,Married-civ-spouse,Other-service,0,Husband,Black,Male,0,0,0,0,40,0,Jamaica,0,<=50K
33,0,Private,0,323619,0,Some-college,10,0,Never-married,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
41,0,Private,0,225978,0,Bachelors,13,0,Never-married,Prof-specialty,0,Not-in-family,Black,Male,0,0,0,0,40,0,United-States,0,<=50K
21,0,Private,0,688355,1,HS-grad,9,0,Never-married,Adm-clerical,0,Unmarried,Black,Female,0,0,0,0,40,0,United-States,0,<=50K
44,0,Private,0,102085,0,Some-college,10,0,Divorced,Adm-clerical,0,Other-relative,White,Female,0,0,0,0,40,0,United-States,0,<=50K
21,0,Private,0,285522,0,Some-college,10,0,Never-married,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,40,0,United-States,0,<=50K
19,0,missing,1,137578,0,Some-college,10,0,Never-married,missing,1,Own-child,White,Male,0,0,0,0,16,1,United-States,0,<=50K
23,0,Private,0,203003,0,7th-8th,4,1,Never-married,Craft-repair,0,Not-in-family,White,Male,0,0,0,0,25,1,Germany,0,<=50K
44,0,Private,0,112517,0,Masters,14,0,Married-civ-spouse,Tech-support,0,Husband,White,Male,0,0,0,0,20,1,United-States,0,>50K
24,0,State-gov,0,177526,0,Bachelors,13,0,Never-married,Prof-specialty,0,Not-in-family,White,Male,0,0,0,0,15,1,United-States,0,<=50K
43,0,Private,0,183096,0,Some-college,10,0,Separated,Sales,0,Unmarried,White,Female,0,0,0,0,10,1,United-States,0,<=50K
29,0,missing,1,207032,0,HS-grad,9,0,Married-spouse-absent,missing,1,Unmarried,Black,Female,0,0,0,0,42,0,Haiti,0,<=50K
29,0,Private,0,78261,0,Prof-school,15,0,Never-married,Prof-specialty,0,Own-child,White,Male,0,0,0,0,50,0,United-States,0,<=50K
31,0,Private,0,163303,0,Assoc-voc,11,0,Divorced,Sales,0,Own-child,White,Female,0,0,0,0,38,0,United-States,0,<=50K
33,0,Private,0,245659,0,Some-college,10,0,Separated,Other-service,0,Unmarried,White,Female,0,0,0,0,38,0,El-Salvador,0,<=50K
45,0,Private,0,192835,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,1977,0,55,1,United-States,0,>50K
51,0,Self-emp-not-inc,0,107096,0,HS-grad,9,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,<=50K
22,0,Federal-gov,0,65547,0,Some-college,10,0,Never-married,Exec-managerial,0,Not-in-family,Black,Male,0,0,0,0,40,0,United-States,0,<=50K
23,0,Private,0,218782,0,10th,6,0,Never-married,Handlers-cleaners,0,Other-relative,Other,Male,0,0,0,0,40,0,United-States,0,<=50K
46,0,Private,0,123598,0,Some-college,10,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,48,0,United-States,0,>50K
36,0,Self-emp-not-inc,0,295127,0,HS-grad,9,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,84,1,United-States,0,<=50K
44,0,State-gov,0,87282,0,Bachelors,13,0,Never-married,Prof-specialty,0,Not-in-family,Asian-Pac-Islander,Female,0,0,0,0,38,0,United-States,0,<=50K
20,0,Private,0,196745,0,Some-college,10,0,Never-married,Other-service,0,Own-child,White,Female,594,0,0,0,16,1,United-States,0,<=50K
18,0,Private,0,184693,0,Some-college,10,0,Never-married,Other-service,0,Own-child,White,Female,0,0,0,0,20,1,Mexico,0,<=50K
40,0,Self-emp-not-inc,0,34007,0,HS-grad,9,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,70,1,United-States,0,>50K
48,0,Private,0,208748,0,5th-6th,3,1,Divorced,Machine-op-inspct,0,Unmarried,Other,Female,0,0,0,0,40,0,Dominican-Republic,0,<=50K
55,0,Private,0,105304,0,HS-grad,9,0,Married-civ-spouse,Machine-op-inspct,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
55,0,Private,0,160303,0,HS-grad,9,0,Widowed,Adm-clerical,0,Other-relative,White,Female,0,0,0,0,40,0,United-States,0,<=50K
31,0,Local-gov,0,236487,0,Bachelors,13,0,Never-married,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,40,0,Germany,0,<=50K
32,0,Private,0,282611,0,Bachelors,13,0,Never-married,Exec-managerial,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
20,0,Private,0,411862,0,Assoc-voc,11,0,Never-married,Other-service,0,Not-in-family,White,Male,0,0,0,0,30,1,United-States,0,<=50K
29,0,Private,0,133937,0,Bachelors,13,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
48,0,Private,0,123075,0,Assoc-voc,11,0,Married-civ-spouse,Tech-support,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
44,0,Self-emp-not-inc,0,124692,0,HS-grad,9,0,Married-civ-spouse,Prof-specialty,0,Husband,White,Male,0,0,1902,0,40,0,United-States,0,>50K
62,0,missing,1,55621,0,Some-college,10,0,Married-civ-spouse,missing,1,Husband,Black,Male,0,0,0,0,35,0,United-States,0,>50K
20,0,Private,0,70076,0,Some-college,10,0,Never-married,Machine-op-inspct,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
18,0,missing,1,215463,0,12th,8,0,Never-married,missing,1,Own-child,White,Female,0,0,0,0,25,1,United-States,0,<=50K
40,0,Private,0,168538,0,HS-grad,9,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,>50K
18,0,State-gov,0,109445,0,HS-grad,9,0,Never-married,Other-service,0,Own-child,White,Male,0,0,0,0,25,1,United-States,0,<=50K
62,0,Self-emp-not-inc,0,115176,0,HS-grad,9,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,65,1,United-States,0,<=50K
72,0,Private,0,497280,1,9th,5,0,Widowed,Other-service,0,Unmarried,Black,Female,0,0,0,0,20,1,United-States,0,<=50K
45,0,Private,0,265097,0,HS-grad,9,0,Married-civ-spouse,Other-service,0,Husband,White,Male,0,0,1902,0,40,0,United-States,0,>50K
23,0,Private,0,207415,0,Assoc-acdm,12,0,Married-civ-spouse,Sales,0,Wife,White,Female,0,0,0,0,25,1,United-States,0,<=50K
25,0,Local-gov,0,192321,0,Bachelors,13,0,Never-married,Prof-specialty,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
28,0,Private,0,148645,0,Assoc-acdm,12,0,Divorced,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
40,0,Private,0,799281,1,HS-grad,9,0,Divorced,Adm-clerical,0,Unmarried,White,Female,0,0,0,0,38,0,United-States,0,<=50K
52,0,Private,0,117674,0,Some-college,10,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
25,0,Private,0,178478,0,Bachelors,13,0,Never-married,Adm-clerical,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
20,0,Private,0,122166,0,Some-college,10,0,Never-married,Adm-clerical,0,Not-in-family,White,Female,0,0,0,0,40,0,United-States,0,<=50K
90,1,missing,1,77053,0,HS-grad,9,0,Widowed,missing,1,Not-in-family,White,Female,0,0,4356,0,40,0,United-States,0,<=50K
75,0,Self-emp-not-inc,0,30599,0,Masters,14,0,Married-spouse-absent,Prof-specialty,0,Not-in-family,White,Female,0,0,0,0,50,0,United-States,0,<=50K
52,0,Private,0,222405,0,HS-grad,9,0,Married-civ-spouse,Sales,0,Husband,Black,Male,0,0,2377,0,40,0,United-States,0,<=50K
31,0,Private,0,114691,0,HS-grad,9,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
53,0,Private,0,283743,0,HS-grad,9,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,2002,0,40,0,United-States,0,<=50K
46,0,Private,0,199316,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Other-relative,Asian-Pac-Islander,Male,0,0,0,0,40,0,India,0,<=50K
28,0,Private,0,157391,0,Bachelors,13,0,Never-married,Sales,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
59,0,Self-emp-inc,0,133201,0,5th-6th,3,1,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,40,0,Italy,0,<=50K
47,0,Private,0,379118,0,7th-8th,4,1,Married-civ-spouse,Craft-repair,0,Husband,Black,Male,0,0,0,0,60,1,United-States,0,>50K
66,0,Private,0,78855,0,HS-grad,9,0,Never-married,Adm-clerical,0,Not-in-family,Asian-Pac-Islander,Female,0,0,0,0,40,0,United-States,0,<=50K
25,0,Private,0,29020,0,Assoc-acdm,12,0,Divorced,Adm-clerical,0,Not-in-family,Black,Female,0,0,0,0,45,0,United-States,0,<=50K
31,0,State-gov,0,59969,0,HS-grad,9,0,Married-civ-spouse,Adm-clerical,0,Other-relative,White,Female,0,0,0,0,35,0,United-States,0,<=50K
20,0,Private,0,291979,0,HS-grad,9,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
21,0,Private,0,175374,0,HS-grad,9,0,Never-married,Adm-clerical,0,Own-child,White,Male,0,0,0,0,40,0,United-States,0,<=50K
36,0,Private,0,139364,0,Bachelors,13,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,50,0,United-States,0,>50K
20,0,Private,0,432154,1,HS-grad,9,0,Never-married,Sales,0,Own-child,White,Female,0,0,0,0,8,1,Mexico,0,<=50K
31,0,Private,0,144064,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,48,0,United-States,0,>50K
24,0,State-gov,0,275421,0,Some-college,10,0,Never-married,Machine-op-inspct,0,Own-child,White,Female,0,0,0,0,40,0,United-States,0,<=50K
20,0,Private,0,122215,0,HS-grad,9,0,Never-married,Other-service,0,Own-child,Black,Male,0,0,0,0,52,0,United-States,0,<=50K
50,0,Federal-gov,0,184007,0,Some-college,10,0,Married-civ-spouse,Adm-clerical,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
48,0,Federal-gov,0,156410,0,HS-grad,9,0,Married-civ-spouse,Adm-clerical,0,Husband,Black,Male,0,0,0,0,50,0,United-States,0,>50K
56,0,Private,0,76142,0,HS-grad,9,0,Divorced,Other-service,0,Unmarried,White,Female,0,0,0,0,40,0,United-States,0,<=50K
58,0,Self-emp-not-inc,0,310014,0,Bachelors,13,0,Married-civ-spouse,Farming-fishing,0,Husband,White,Male,0,0,0,0,25,1,United-States,0,<=50K
20,0,missing,1,99891,0,Some-college,10,0,Never-married,missing,1,Own-child,White,Female,0,0,0,0,30,1,United-States,0,<=50K
22,0,Private,0,180052,0,Some-college,10,0,Never-married,Sales,0,Own-child,White,Male,0,0,0,0,20,1,United-States,0,<=50K
51,0,Private,0,255412,0,Bachelors,13,0,Married-civ-spouse,Exec-managerial,0,Husband,White,Male,0,0,0,0,50,0,France,0,>50K
31,0,Private,0,87891,0,Assoc-acdm,12,0,Married-civ-spouse,Sales,0,Husband,White,Male,0,0,0,0,60,1,United-States,0,<=50K
39,0,Private,0,98776,0,Some-college,10,0,Divorced,Exec-managerial,0,Not-in-family,White,Male,0,0,0,0,50,0,United-States,0,>50K
22,0,Private,0,157145,0,Assoc-voc,11,0,Never-married,Craft-repair,0,Own-child,White,Male,0,0,0,0,50,0,United-States,0,<=50K
29,0,State-gov,0,240738,0,HS-grad,9,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,>50K
29,0,Private,0,308136,0,Some-college,10,0,Married-civ-spouse,Craft-repair,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
34,0,Private,0,325658,0,HS-grad,9,0,Married-civ-spouse,Transport-moving,0,Husband,White,Male,0,0,0,0,40,0,United-States,0,<=50K
